tweet,sarcasm,sentiment,dialect
"الجزيرة يوم الغفران عيد يهودي يشل إسرائيل يعد يوم الغفران أحد أهم الأعياد الدينية اليهودية، وهو اليوم ",FALSE,NEU,msa
صايرة كل شوي اشتهي اكل ما استبعد اني حامل هخخخ,FALSE,POS,msa
 رمضان كريم ان شاء الله,FALSE,POS,egypt
  غوغل تُطلق حملة إعلانية ضخمة لهاتفها الجديد بيكسل ,FALSE,NEU,msa
برطمان حنية مليان زيادة وماشي بيدلدق الأسد,TRUE,POS,levant
"مندوبة واشنطن خلال يومين تم قصف مستشفيين، والان كل المستشفيات لا تعمل في حلب بسبب هجمات النظام السوري و روسيا عاجل أخبار سوريا",FALSE,NEG,msa
دونالد ترامب رداً على انتقاده بشأن تصريحه المشين المسرب بحق النساء  أنا تحدثت بسوء عن النساء هذا صحيح ولكن بيل ,TRUE,NEG,msa
حلبوزير خارجية الجزائر يشيد بتحرير حلب الشرقية وبعودة سلطة الدولة الشرعية لهاسوريةروسياإيران,FALSE,NEU,msa
من بينها موقع فايزر الإلكتروني  ألف قضية سطو إلكتروني وسط أزمة كورونا هاشتاق عربي سجل مركز الويبو للتحكيم والوساطة  ألف قضية السطو الإلكتروني وهو رقم يتوج عقدين من النشاط الداعم للمستهلك والحرص على أن مستخدمي الإنترنت يستطيعون أن يجدوا بسهولة الم  ,FALSE,NEU,msa
"أتعب شعور ممكن يمر حبيب الحبيبك ، أنك تحاول تلهي نفسك بشيء عشان تشيل تفكيرك عن شيء ثانيكلناااالدلماني",FALSE,NEG,egypt
  قانونجاستاتركيا صانت وحفظت الدين والأخوةأما مصر لم تصون المال والرز رغم الدين والصلةفيبلادييوجد سيسي ,TRUE,NEG,egypt
فاتورة فودافون الشهر ده أوووووووووفر ايه ده؟ ده أنا لو فاتح خطي على الصين ما تجييش نص المبلغ ده طب مش دافع,FALSE,NEG,egypt
يقولك برود موقف سعد الحريري تجاه الاساءات للسعوديه لانه زعلان عشان املاكه محجوزه بالسعوديه ومو زعلان انه مادفع رواتب موظفينه بالاشهر ولا اكل هم عائلاتهم كيف يصرفون ويعيشون المهم عنده قصره بباغي والرياض والبرستيج ولاهمه فساد المشاريع الي استلمتها سعودي اوجيه  ,TRUE,NEG,gulf
فيديو حصري ملكةالمسرح ميريامفارس من حفل زفاف الشيخة لطيفة بن محمد بن راشد آل مكتوم ,FALSE,NEU,msa
نجمة دراما استثنائية تحولت الي أيقونة الدراما العربية ناطرينها ناديننسيبنجيم لهونوبس  ,FALSE,POS,levant
من هنمنكان شلانچ طيب ولا ايه يا حبايبي  ,FALSE,NEU,gulf
"كورسيرا أكبر موقع عالمي يحتوى على مناهج جامعات عالمية هي الأفضل في تصنيف  نتعاون معهم لتعريب المناهج، شاركونا ",FALSE,NEU,msa
رصداجتماع تركي روسي إيراني غداً في موسكو من أجل حلب ,FALSE,NEU,msa
الشعبيردتحيةالرئيس انتخبواالعرص مصرالليلة إنصافالاخوان يمهلولايهمل مرسىرئيسى اشتونقاتله,FALSE,NEG,egypt
"يوجد كسر في كل شي، وهذا ما يجعل الضوء يتخلل الى الداخل",FALSE,NEG,msa
اخبار برشلونة اليوم    فيديو  جماهير اسبانيا تهاجم بيكيه وهذا الأخير يعلن اعتزاله اللعب دوليا ,FALSE,NEG,msa
بشرى حل مشكلة جامع خادم الحرمين الشريفين في ويندوز  ,FALSE,NEU,msa
بعد عامين شر جانا صوت من وسط الشجر قال خلاص عهد الظلم مر  الباطل راح والحق انتصر  ورد الحاج كرر يا علاءبنغازي,FALSE,POS,msa
مطرنا بفضل الله ورحمته ,FALSE,POS,msa
مصرنيجيريا منظر الجماهير النهارده و هما واقفين ع الخط بيشجعوا كائن الماتش بيتلعب بمركز شباب اه والنعمه ولا تامين ولا يحزنون  ,FALSE,NEG,msa
واقعاً معاشاً لبنان هو بلد محتل من قبل إيران بواسطة جيشها المحلي المسمى حزب الله   ,FALSE,NEU,levant
 مش طالبة هاري بوتر قسما بالله ,FALSE,NEU,egypt
    حتى محمد السادس من أبناء فرنسا ولا فرق بينه وبين جنرالات الجزائر,FALSE,NEG,msa
كلناضدمريمبيفور هههههه ذكرتونا بسوالف شات الود و قلوب تتهاوش بنتين وبعدها يجون اشباه الرجال يدافعون عن البنات   فضاوه,FALSE,NEG,gulf
اخيراً خلصوا الحراره لاعبة لعبها بس لازم نختم كلام اليومواعتذر عن حزبالاعادهسبحان اللهالحمد للهأستغفر الله زدرصيدك,FALSE,NEU,egypt
  الاغنيه الي الهمت بيونسيه لاغنيه    ,FALSE,NEU,egypt
وحدة الكيانات العربية هي جزء من أمنك القومي وحفاظاً على وحدة كيانكإن لم تعي ذلك ,FALSE,NEU,msa
مات ولم يترك وراءه سراً جبرانتويني لبنان   ,FALSE,NEU,msa
التجارة إحالة الشركة العقارية المتورطة بغسل الأموال إلى تحريات الإرهاب,FALSE,NEU,msa
ولاية البركة  صحيفة النبأ  مدارس منبج تفتح أبوابها من جديد بعد تحريرها من داعش  ,FALSE,NEU,msa
مارأي المرتزقه واعوان ال سعود الكلاب بعد اعترافهم بقصف العزاء؟ وكيف تبنت داعش التفجير قبل اعتراف السعوديه؟ برأيكم ,TRUE,NEG,msa
نبيل العربي فخر لمصر في علمه و أخلاقه ووطنيته ونقائه ولم يفكر أو يسعي يوماً للترشح للرئاسة لا تزجوا بإسم الرجل في هذا المناخ السياسي الملوث,FALSE,POS,msa
هشام الجخ يلقى قصيدة ويجعلك تبكي من القائها ويجعل المذيعة تدمع  ماذالوالمدارسمختلطه واشيقلقكفتويتر,FALSE,NEU,msa
مقدر إن الشغل بيخليك تتفرج على الداعية الشرشوحة شتايمه بتوصلني من صحابيأنا أحب أضيع عمري في حاجات لذيذة مش قميئة,TRUE,NEG,egypt
"وهل يعتقد أوباما بأن قرارته المجنونة بمثابة الكتب المنزلة من السماء ، فليخسأ هو ومن معه ، ادحروا عدوكم واخذلوه أيها العرب ، إنما هو عار ",TRUE,NEG,msa
ستبقيحلبحره  باذن الله,FALSE,NEU,msa
لاعبي الاسبوع  من الشرق لاعب شيكاغو بولز جيمي باتلركن الغرب لاعب نيو أورلينز بيليكانز انتوني ديفيس ,FALSE,NEU,msa
 ا  رضي الله عنهما   ا     ا   تفسير البغوي ٦٠١قنفوده ليبيا الجيش بنغازي طرابلس طبرق,FALSE,NEU,msa
ما لم تروه في تكريم الرئيس التونسي لـ عادلإمامزهرةالفنون مشاهير ,FALSE,NEU,msa
قرار مجلس الامن يكشف تواطئ المجتمع الدولي مع نظام الاسد المجتمع الدولي يحمي انجازات ايران وروسيا بارسال مراقبين يضمون عدم انتزاعها منهم ,FALSE,NEG,msa
أبل يؤكد اهتمام الحمود والعيسى بمشروع التدريب الرياضي  ,FALSE,NEU,msa
الاهلي اسلوبحياة,FALSE,NEU,msa
اهمال إدارة المرافق العامة بما يؤدي لقتل متوالِ للمصريين جريمة تستحق العقاب الجنائي افتقاد الرؤية وبرامج الإصلاح فشل يستحق العقاب السياسي,FALSE,NEG,msa
لافروف مبادرة كيري بخصوص حلب فشلتسوريا روسيا أمريكا فشل ,FALSE,NEU,msa
ذباتكم ,FALSE,NEG,msa
  وتدري ان خاطري بجنطة شانيل معاها جنطة غوتشي مع جوتيها  وبوك من لويس فيتون ,FALSE,NEU,magreb
حياةالتقنية  سيانوجين تتخلى عن تطوير رومات أندرويد كاملة  ,FALSE,NEU,msa
أيها الاخوان الا تذكرون  شهيدا قتلتهم شرطة محمد ابراهيم بأوامر من مرسي عندما شكر مرسي القتلة واعلن حظر التجول اعترفوا بجرائمكم,TRUE,NEG,msa
  نجاحالحجه  النجاحات السعودية المتوالية في تنظيم الحج تلجم أفواه المشككين ,FALSE,POS,msa
يحسب للرئيس مبارك انه حكم مصر وهى تتحدث عن نفسها وبعد ربع قرن من الحكم جعلها تتحدث مع نفسها بلالفضل,TRUE,NEG,msa
ترامب يعيِّن متشددين في فريقه  واشنطن  السعودية الشرق,FALSE,NEU,msa
هاكر يخترق ويندوز  ويشغله على شاشة السيارة  أخبارالخلافة إصداراتالخلافة,FALSE,NEU,msa
 مش أنا اللي لسه بيهري هم بيعملوا كده وطالعين نازلين كذب أسطوري والمفروض يعني أصدقهم لما يبقى فيه دليل بالشكل ده؟ ولا أطنش؟,TRUE,NEG,egypt
منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية,TRUE,NEG,msa
عاجل الرئيس الأمريكي باراك أوباما يصل فلسطين المحتلة للمشاركة في جنازة شيمع  ,FALSE,NEU,msa
كلاب ونبحها واحد لا تثدقوهم واشنطن,TRUE,NEG,msa
سفر رئيس الجمهورية ورئيس الوزراء إلى الخارج في هذا التوقيت استهانة بالشعب المصري ,FALSE,NEG,msa
 سالي غوغل,FALSE,NEU,levant
جالسه تمطرررر,FALSE,NEU,egypt
يا سنينى اللى رحتى ارجعيلى  ارجعيلى شى مرة ارجعيلى  ورديلى ضحكاتى اللى راحت فيروز,FALSE,NEU,levant
بيصرخ لوصول الدولار ل  جنيه مصر اتنيلت وبتنهار يا سيسى ,TRUE,NEG,egypt
يسقط يسقط حكم العسكر ثورةيناير باسمرئيسالمصر انتخبواالعرص,TRUE,NEG,egypt
لما حبناهم باعونا  ولما بعناهم جروا علينا مشتاقاسمعجملهعادلامامكلمهلحبيبقلبكحبأعمىولسهيامصرهشوففيكيعليهويمصر,TRUE,NEG,egypt
فيحاجةصح ان الجيش المصرى قوى ومتماسك,FALSE,POS,egypt
استشهاد جنود مصريين على الحدود بنيران صهيونية جريمة غير مقبولة دماء هؤلاء الشهداء تستدعى موقفا جادا حفاظا على كرامتنا وصيانة لحدودنا,FALSE,NEG,msa
عقوبةالاعدامللمرتشين الغريب بقي ان الدكتوراه بتاعت رئيس مصلحة الجمارك المرتشي في التهرب الجمركي واثره في عجز الموازنه العامة تعليم من غير تربية  حاجه تجيب شلل  ,TRUE,NEG,egypt
"احداثمنالذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ويبدو العنوان خطأ بكفيحصار اضبطواشركاءالمخلوع",TRUE,NEU,msa
يعني مش هاري بوتر زي ما الامورة دي ما بتقول  ,FALSE,NEU,egypt
ابويمن الا بتسوي نفسها اماراتيه ياخي لو تحكين الارض بضروسج لن تصبحين اماراتيه,FALSE,NEG,gulf
أبرز نشاط للانقلاب تطهير مصر من العلماء والاحرار والشرفاء والموهوبين والمتفوقين فى الجامعات والمدارس,TRUE,NEG,msa
وهّاب يستعرض سرايا التوحيد بحضور حزب الله ويتحدّى جنبلاط ,FALSE,NEU,msa
  سعد رمضان زفّ عريساً في مسقط رأسه ,FALSE,NEU,egypt
  سجنبرجالعرب سجن برج العرب يعذب المعتقلين فى نهار رمضان,FALSE,NEG,msa
الإخوان يكتبوا بالانجليزي عشان يستقووا بالخارج مافيهاش مشكلة لكن لو انت عملت كده تبقى عميل,TRUE,NEG,egypt
  هذا شعري بس مسويه مثل ميريام فارس,FALSE,NEU,levant
"مع جورج إسحق في وفد المجلس القومي لحقوق الانسان للمراقبة، نتحرك في شرق وشمال القاهرة، أدعو الجميع للمشاركة ومنع التجاوزات إن وجدت",FALSE,NEU,msa
"إن كنتم أعرضتم عن الشام وحمايته، خلعناكم وأقمنا له سلطاناً يحوطه ويحميهشيخ الإسلام إبن تيمية للسلطان الناصر مح ",FALSE,NEU,msa
ياخي اليوم صدقت أنه بشار الأسد ونظامه هو الي بيجيب فلسطين ويهزم امريكا واحسن واحد في العالم ومن أولياء الله الصالحين حسننصرالله  ,TRUE,NEG,msa
 حفتر و إحداثيات قصف الناتو لليبيا على اليوتيوب و البث الحى ,FALSE,NEU,msa
بوب ديلان شكله فوتوجينيك جدا ابن اللذينة,FALSE,POS,egypt
"العائلة تسـد كـل ثغور الحيـاة ،اللهم عائـلتي فإني بهم أسـتقيم",FALSE,POS,msa
"أقترح على تويتر تعاقب كل ليبرالي، كل ملحد،كل شيعي، كل علماني بـ ١٢٠ حرف بس لكل تغريدة ",FALSE,NEG,msa
مفتي السعودية يستنكر الهجمات على حلب  اي الله يرحم ستك اللي كانت تقول على جبنة كيري جبنة لحس  ,TRUE,NEG,levant
  السعيد افتقد رمضان صبحي في الأهلينتفهم هذا بما أن لم يكمل أي لاعبين تمريرات بينهما داخل المنطقة الموسم السابق في الدور,FALSE,NEG,msa
علاء الاسواني رأيي أننا متحضرون لكننا نعيش في دولة غير متحضرة أقرأ المقال كامل,FALSE,NEG,msa
 هنرجع للقسم المختص ونرجع لحضرتك مرة اخري,FALSE,NEU,msa
تحطم طائرة نقل عسكرية روسية من طراز إيل شمال روسيا ومصرع  جندي كانوا على متنها اليوم ,FALSE,NEG,msa
المدير المالي لأكتفيجن بليزارد صار الأن المدير المالي ل  يعني إحتمال نشوف   و يفتح لك مسلسلات عشوائية أو حلقات إضافية تشتريهم ك  أو حتى تشتري  كخلفية أو تدفع فلوس عشان تسوي ريست لعداد المشاهدة اليومية  ,FALSE,NEU,msa
ش رسمية لـ محمد زايد المطوع الخيارين مهرجان المؤسس مساء  الشلفة الفضية للثنايا بكار عمانيات  ,FALSE,NEU,msa
القرداتي لو كان إخوان والقرد بتاعه مات الجماعة بتجيب له قرد إستبن من المعصرة عدد اليوم,TRUE,NEG,egypt
بنغازي        يحملون         ,FALSE,NEU,msa
السعودية تطالب مجلسالأمن باجراءات ضد دول تدعم ميليشيات الحوثي والمخلوع في اليمن,FALSE,NEU,msa
ثم يصل الاستعلاء إلى مداه بإنهاء الحوار والكلام معكم ما فيش منه فايدة هكذا ينظر أحد أطراف حرس الاخوان الحديدي للديمقراطية وللحوار,FALSE,NEG,egypt
"لافروف المقاتلين الذين سيرفضون الانسحاب من حلبالشرقية سيعاملون كإرهابيين، وأن روسيا ستدعم الحملة التي سيشنها الجيش السوري عليهم",FALSE,NEU,msa
مغاربة فرنسا والدفاع عن القضية الوطنية ,FALSE,NEU,msa
ياربّ كلما رفعت أمي يدها لك أبسِط لها كنوزك و أسعدها و أطل عمرها ,FALSE,POS,msa
الأقصر مدينة خضراء,FALSE,POS,msa
لماذا فشلت الجامعة العربية؟ ,FALSE,NEG,msa
اخر صيحات الموضة حقائب غوتشي لربيع   ,FALSE,NEU,msa
  لان راتبين ذالاشهر مش ممكن ابدا تخيلو اربع شهور راتبين لا على الاقل شهرين رمضان وذوالقعده نبيالبنوكيوقفوناقساطهممنرمضان,FALSE,POS,egypt
الأسوانيلماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصريين وقمعه للتظاهرات ,FALSE,NEG,msa
  الطايفالان تذگـير غداً يجتمع فضل صيام الاثنين وتاسوعاء افضل الصيام بعد شهر رمضان شهر الله المحرم  فاغتنموا الفرصة الجو با,FALSE,POS,msa
"  ريال مدريد لم ينهزِم في أخر  مباراة على التوالي ، أطول سلسلة دون هزائم حالياً من بين فرق الدوريات الخمسة الكبرى ",FALSE,NEU,egypt
  الأهلي يواجه برشلونة بكامل نجومهبروسبورت,FALSE,NEU,msa
"إذا الانتحاري موعود بحورية، بشو موعودة الانتحارية؟ ب عمار حوري؟  غباءبلاحدود",TRUE,NEG,levant
أهل فلسطين وانجازاتهم العظيمة تتحدى جميع الدول  قروبفلسطينيفلسطينيمبدعفلسطين ,FALSE,POS,msa
بالنسبة للناس الي بتقول انها هتحبكلو ضحكتها وهي بتعيط حضرتك انا مش هسيبها تعيط أصلاً,FALSE,POS,egypt
٨ مدن تدفع لك المال مقابل العيش فيها  عبر  التقاعدالمبكرمانشستر سيتيباير ليفركوزن,FALSE,NEU,msa
الدنيا مش ابيض يااسود دنيا كل الالوان حط لوني على لونك نوصل ابعد مكان كل حلم وله بداية بس شرط تكون معايا كاريوكى,FALSE,NEU,egypt
مع احترامي لتركيا واحتقاري لنظام الملالي تجتمع روسيا وتركيا وايران لتسوية اوضاع حلب وسوريا  السؤال اين العرب ؟ من جد مافيهم بركة ,TRUE,NEG,msa
لرفعه أذان الفجر إسرائيل تغرّم مؤذّن مسجد في اللّد المحتلةفلسطين الاحتلال ,FALSE,NEU,msa
اللي داروه في بنغازي حتى الصهاينة ما داروشي الله يفتفتفكم ,TRUE,NEG,magreb
"بوب ديلان في السويد أبريل المقبل، فهل يتسلم جائزة نوبل؟ بوبديلان ",FALSE,NEU,msa
حلو دهجوجل ,FALSE,POS,egypt
 صوتي راح اقولك ,FALSE,NEU,gulf
غالبا كل الاخونجية والاسلاميين يؤيد هيلاري كلنتون وينقولون أخبار تفوقها بالاستطلاعات مثل منظمة كير الاخوانية,TRUE,NEU,egypt
"ستبقىحلب  ولكنها ليست المشكله ، المشكله هى على اى وضع ستكون حلبرحمةللعالمين",FALSE,POS,msa
فيدرر روديك ويمبلي ٢٠٠٩ افضلمباراةتنسشاهدتها,FALSE,POS,msa
أمي تقول أنتِ متغيرة و أقولها مين يدخل علاقة عاطفية و ما يتغير ؟,FALSE,NEU,msa
الجهل الجهل ارحمنا يارب فضحونا الاعضاء والنواب والنخبه والقرف مش عارف اقول ايه  ,TRUE,NEG,msa
 انا خلوا حياتي نفسه تثبت على مود محدد عشان انا اثبت,FALSE,NEU,egypt
السعودية تلجأ للاقتراض من السوق الدولي لأول مرة في تاريخها,FALSE,NEU,msa
حلووووين ,FALSE,POS,egypt
  المرصدالايرانيحقوقوحريات  تسجيل  ملف إغتصاب للمحارم في إيرانترجمة خاصة,FALSE,NEG,msa
الحمد لله على نعمة الإسلام وما أعظمها من نعمة ,FALSE,POS,msa
صور تفجير بنغازي اليوم لعنة الله على الظالمين  ,FALSE,NEG,msa
تخيل انك تتشاجر في الشارع انت تضرب خصمك وهو يضربك ثم يظهر شخص لكى يفرق بينكما لكنك تكتشف انه يمسكك ليمكن خصمك منك هذا ما يحدث في مصر الان,TRUE,NEG,msa
"لا انا اقصد انه كل بيت شعر تكتبه العاده يكون في صورة انستاغرام، قلت يمكن نسيت هالمره  ",FALSE,NEG,msa
ماذااعطاكالوهاب الحمد لله انه الوهاب و ليست الهبات في يد البشر,FALSE,POS,msa
فيتو شاهدعاجللحماية آثارنا مصر توقع اتفاقية مع الولاياتالمتحدةشاهد التفاصيل,FALSE,NEU,msa
الشّغلات الّلي صارت معك ومفكّرها من أسوء الاشياء الي صارت بحياتك رح تكتشف بالنّهاية انها كانت نجاة من شغلات أكتر سوء كانت رح تصيرلك اختيارات ربنا عطول مُبهرة لالنا ,FALSE,POS,gulf
باراك أوباما يلقى الكلمة الافتتاحية للاجتماعات   ,FALSE,NEU,msa
مهما حاولتم إقناع أنفسكم أن الشعب إختار دستور الإخوان دون تخويف أو لعب بالدين أو إنتهاكات ستظل الحقيقة أن مرسي كذب على المصريين ليمرر دستوره,FALSE,NEG,msa
 انا مستغربة من الاعلاميين اللى بيقولوا الاعلام الغربى زعلان ان متستر على مجرمين بيتعاقبوا يعنى لو عندهم كان ايه رأيهمقرف,FALSE,NEG,egypt
حرباقليميةودولية ملامح حرب تلوح في الأفق الناتوالولاياتالمتحدة العراقتركياسوريا روسياايرانالشعودية السعوديةالاماراتمصر,FALSE,NEU,msa
لعبة بوكيمونجو تحصل على تحديثات جديدةالاخبارالتقنية ,FALSE,POS,msa
عرب  سورية جند الأقصى تنضم إلى فتحالشام ,FALSE,NEU,msa
     هههه الطائي قلب علينا وصار كومديااانييقطع شرك روح وتحمم وادخل الاسلام من جديد,TRUE,NEG,gulf
 مساجد في  ولايات أمريكية تتلقى رسائل تهديد للمسلمين بمغادرة الولاياتالمتحدة أو مواجهة الإبادة الجماعية ,FALSE,NEG,msa
القضاءالمصري يفتح الباب امام عودة المرشح الرئاسي السابق احمدشفيقالبوابة ,FALSE,NEU,msa
عن الروقان اللي كانت فيه ديناالوديدي فـ اغنيه وحده خيااااال,FALSE,NEU,egypt
عاجل   الحريري التقى جنبلاط في بيت الوسط,FALSE,NEU,msa
  تحية للشقيقة مصر على تصويتها لدحر الإرهاب في سوريا حماية للشعب السوري من وحشية عناصر التنظيمات الإرهابية  مصرتصوتلصالحال,FALSE,POS,msa
ربنا يديك الصحه يااسطوره عادلامام,FALSE,POS,egypt
يوم عظيم على شعب عظيم باذن الله حشود المصريين وهتافاتهم وسلميتهم تحرك الصخر النصر قادم وما النصر الا من عند الله,FALSE,POS,msa
 كنت ميريام فارس على غفلة بس طبعا تعرف احنا يسموونا ياام كعشة مو زي ميريام صارت مشهورة بشعرها,TRUE,NEG,gulf
 اهلا وسهلا آيفون   جيجا بسعر   ريال  جيجا بسعر   ريال  جيجا بسعر   ريال  دمت بخير ,FALSE,NEU,msa
كرتونة البيض ب  عأساس الديك تعلّم بال  و الدجاجة باضت ب      ,FALSE,NEG,msa
يانبى سلام عليك ماهر زين,FALSE,NEU,msa
كل شوي يجيني انفولو ,FALSE,NEG,msa
بالصور  طريقة الترقية إلى ويندوز  ,FALSE,NEU,msa
" طلبته من ابل قالوا ممنوع نشحنه خارج امريكا، واضطريت أطلبه من امازون، متى يفتحون فرع ابل عندنا ونفتك من جشع هالحراميه",FALSE,NEG,levant
  بلومبيرغ السعودية تعتزم بيع سندات على المستوى الدولي بقيمة  مليارات دولار عند الحجب ,FALSE,NEU,msa
قهر بلاك بينك ليش ماأدوا,FALSE,NEG,msa
بعدك على بالي   فيروز,FALSE,NEU,egypt
"روسيا اليوموزير خارجية قطر يزور إثيوبياروسيا اليومقال مصدر إثيوبي إن وزير الخارجية القطري، محمد بن عبد ",FALSE,NEU,msa
دفاع أحمدشفيق لا توجد عقبات أمام عودة المرشح الرئاسي الأسبق إلى مصر ,FALSE,NEU,msa
فيك عن ميثاقك الوافي جنوح لا انتحيتي كالخيول الجافله من يؤمن في رجوعك به تروح للهموم أللي بسنيـنك حافله محمد الشمري,FALSE,NEG,gulf
"  التصويت المصري في صالح روسيا تجاه سوريا مضادة صريحة للإسلام، ولا يؤيده إلا ممسوخ يضمر العداء للمسلمين وإن أظهر إسلامه",FALSE,NEG,msa
  أوبامانعمل على إرسال بشر في غضون  عاماً إلى المريخ السعوديه صحيفةفجر ,FALSE,NEU,msa
حتی بالانمي نشيت لنا هاللعبة جيمرز بوكيمونقو جيمر ,FALSE,NEG,levant
ماذا حدث في حفل استقبال الرئيس الامريكي اوباما في الصين؟ ,FALSE,NEU,msa
اليمنية اردن و الوياتالمتحدة يبحثان تعزيز التعاون العسكرياليمنينتفضضدالحوثيين,FALSE,NEU,msa
 الارهابي لافروف مساعد الارهابي بوتن يريدون ان يصيغوا حلب على هوى دكتاتور دمشق  يقتلون ويهجرون ويدمرون والعالم يتفرج,TRUE,NEG,msa
  أعوذ بالله ولا  جستن بيبر ,FALSE,NEG,egypt
الاحتفال بعيد الاستقلال خيانة عظمى بظل استمرار الاحتلال ,FALSE,NEG,msa
 من اول ما جه سلمان وهو مبقاش ماشي بيعتقد الاعتقاد دة ان السعودية بتدعم مصر في القضاء على الاٍرهاب,FALSE,NEU,egypt
اللعبة رهيبه صراحة ولكن اشوف انه مبالغ في سعرهاخصوصا مو واضح انها مراحل كثير  ,FALSE,NEG,levant
"  فيدرر  نادال ،، ويمبلدون  افضلمباراةتنسشاهدتها",FALSE,POS,egypt
بوابةالوفدسماالمصري روحت مهرجانالقاهرةالسينمائى بطريقتي ,FALSE,NEU,egypt
الميدان أول جريدة مصرية مستقلة  بشار الأسد  مهمتي هي السيطرة على كل سورية ,FALSE,NEU,msa
  إيران هجوم جليلي على حكومة روحاني أرصدة الثورة او نهابون  ,FALSE,NEU,msa
  أغنية بيونسيه ذي,FALSE,NEU,msa
توقعت عتاب او بيونسيه او جنيفر لوبيز حتى كيني ويست جاء في بالي طلعت في الأخير كاتي بيري من ,FALSE,NEU,levant
  تطبيق  لضغط حجم الصور على أندرويد دون التأثير على الدقة تطبيقات,FALSE,NEU,egypt
رامي عياش رائع بحبك رائع ,FALSE,POS,egypt
نبضرابعة  شاهد معتقلين المنيا في قاعة المحكمة يهتفون ساخرين من القاضي و من فضيحة زوجتة مع مدرب الكراتيه ,FALSE,NEG,msa
أوّل فيديو لـجايدن إبن ميريامفارس ,FALSE,NEU,msa
سيعلن جوليان أسانج مؤسس منظمة ويكليكس و من لندن عن فضيحة يقول انها ستحطم هيلاري كلنتون و تنهي عائلة كلنيون تاسي كويت بورصة فوركس,FALSE,NEU,msa
لماذا تغيبت ليلىعلوي عن مهرجانالقاهرةالسينمائي؟ ,FALSE,NEU,msa
باقي بس ثلاث ايام عن اول عرض لفلم فانتاستيك بيتس ان وير تو فايند ذيم  قيل قصة هاري بوتر بـ  سنة  اخخخيراً,FALSE,NEU,levant
فعلا اجل طالع بدون اهله ايش يبي غير الفسق و الفجور ؟ و اذا اهلك و محارمك داعسين عليك المجتمع ماله دخل  ,TRUE,NEG,msa
بصير حد يحكيلي شو هي جبهة النصرة؟,FALSE,NEU,levant
مش كفاية بقى بقى يا بيشو ؟ انا حاسة اني في سوريا مفيش خرم مفهوش حاجتين شاورما سوري و سوريين وحشني يا مصرييييننن  ,TRUE,NEU,egypt
محافظ البنك المركزي حظر النشر في سعر الدولار عملاً بالحكمة اللي ساتره ربه منفضحوش  ,FALSE,NEG,egypt
الدين الاخواني بتاعكوا مافيهوش  لا يسخر قوم من قوم عسى ان يكونوا خيرا منهم احنا المسلمين عندنا كدة ف,FALSE,NEG,egypt
كينيا دولة سياحية جميلة يسافر لها ملايين السياح من مختلف دول العالم  أدخل غوغل وشوف ,FALSE,NEU,egypt
  مندمشقهناصنعاء الموت لآل سعود ممولي الارهاب ومدمري الاوطان بدولارتهم العفنة ,FALSE,NEG,levant
قالك  الإخوان بيزايدوا علي بتوع الإتحادية طب و جملة مش هننزل نتظاهر مع الإخوان دي إيه ؟ رز بلبن ؟,TRUE,NEU,egypt
بالفيديو هرب مقاتلى جبهة النصرة وتخليهم عن أسلحتهم بشرق حلب ,FALSE,NEU,msa
حملة دفء لاغاثة النازحين السوريين والعراقيين تنطلق للسنة الخامسة بجهود الأصدقاء والخيرين ,FALSE,POS,msa
أنا أردني وأفتخر ببلادي ,FALSE,POS,levant
بعد غياب الفنان عادلامام عن المسرحيعود الينا السيسي بفكاهة أقوىمع كل خطاب له يجب أن تضحككلمهللسيسيالفاشل,TRUE,NEG,msa
  من غرائب الشرق الأوسط  يؤيدون مصر في محاربة الإرهاب في سيناء ويعترضون على محاربتها للإرهاب في سوريا  وعندك واخد خشري,TRUE,NEG,msa
مارهباا سلاموو أليكووو أنا سعيد بعودتي للقاهرة الساحرة نيكولاس كيدج في ختام حفل القاهرة السينمائي وخلي وزير السياحة ملخوم في الغسيل و الطبيخ وتفلية العيال   مصرأالدنيا,TRUE,NEG,egypt
خايف من اليوم اللي هنقول فيه ولا يوم من أيامك يا سيسي,TRUE,NEG,egypt
  دى مشكله عموما ف ويندوز  كله غيرى النسخه وخليها  احسن,FALSE,NEU,egypt
من أين أتت مليشيات حزب اللات هذه ؟ جاءت من لبنان  ولبنان يقول أنه دولة عربية عضو في الجامعة العربية  فلماذالاتكون ,TRUE,NEG,msa
مشكلة نسيان كلمة السر فى   ايفون ابلوالجيلبريك ,FALSE,NEU,msa
   هذا رابط لموقع امازون وفيه الدواء,FALSE,NEU,msa
"قوات الاحتلال تقتحم، بلدة العيزرية شرق القدس المحتلة قبل قليل ",FALSE,NEU,msa
 مع تطبيق اشحن ما يحتاج تتذكر رموز خدمات شريحة الجوال عمرواديب ,FALSE,NEU,egypt
هنادي بورحمه شكرًا على اقتنائج كتابي ثلاثةايامفقطكيف في مكتبة افاق ودادالمطوع معرضالكويتالدوليللكتاب ,FALSE,POS,msa
أخبار النهار  ميريام فارس لهذا السبب أخفي زوجي عن الإعلام  فنون,FALSE,NEU,msa
