tweet,sarcasm,sentiment,dialect
فاتورة فودافون الشهر ده أوووووووووفر ايه ده؟ ده أنا لو فاتح خطي على الصين ما تجييش نص المبلغ ده طب مش دافع,FALSE,NEG,egypt
يقولك برود موقف سعد الحريري تجاه الاساءات للسعوديه لانه زعلان عشان املاكه محجوزه بالسعوديه ومو زعلان انه مادفع رواتب موظفينه بالاشهر ولا اكل هم عائلاتهم كيف يصرفون ويعيشون المهم عنده قصره بباغي والرياض والبرستيج ولاهمه فساد المشاريع الي استلمتها سعودي اوجيه,TRUE,NEG,gulf
فيديو حصري ملكة_المسرح ميريام_فارس من حفل زفاف الشيخة لطيفة بن محمد بن راشد آل مكتوم 2,FALSE,NEU,msa
نجمة دراما استثنائية تحولت الي أيقونة الدراما العربية ناطرينها نادين_نسيب_نجيم لهون_وبس 6,FALSE,POS,levant
من هنمنكان شلانچ طيب ولا ايه يا حبايبي,FALSE,NEU,gulf
"كورسيرا أكبر موقع عالمي يحتوى على مناهج جامعات عالمية هي الأفضل في تصنيف 2013 نتعاون معهم لتعريب المناهج، شاركونا",FALSE,NEU,msa
رصداجتماع تركي روسي إيراني غداً في موسكو من أجل حلب 67,FALSE,NEU,msa
الشعب_يرد_تحية_الرئيس انتخبوا_العرص مصر_الليلة إنصاف_الاخوان يمهل_ولا_يهمل مرسى_رئيسى اشتون_قاتله,FALSE,NEG,egypt
"يوجد كسر في كل شي، وهذا ما يجعل الضوء يتخلل الى الداخل",FALSE,NEG,msa
اخبار برشلونة اليوم 10 10 2016 فيديو جماهير اسبانيا تهاجم بيكيه وهذا الأخير يعلن اعتزاله اللعب دوليا 5,FALSE,NEG,msa
بشرى حل مشكلة جامع خادم الحرمين الشريفين في ويندوز 10 2,FALSE,NEU,msa
بعد عامين شر جانا صوت من وسط الشجر قال خلاص عهد الظلم مر الباطل راح والحق انتصر ورد الحاج كرر يا علاء بنغازي,FALSE,POS,msa
مطرنا بفضل الله ورحمته,FALSE,POS,msa
مصر_نيجيريا منظر الجماهير النهارده و هما واقفين ع الخط بيشجعوا كائن الماتش بيتلعب بمركز شباب اه والنعمه ولا تامين ولا يحزنون,FALSE,NEG,msa
واقعاً معاشاً لبنان هو بلد محتل من قبل إيران بواسطة جيشها المحلي المسمى حزب الله 4,FALSE,NEU,levant
238 مش طالبة هاري بوتر قسما بالله,FALSE,NEU,egypt
22 _ _ حتى محمد السادس من أبناء فرنسا ولا فرق بينه وبين جنرالات الجزائر,FALSE,NEG,msa
كلنا_ضد_مريم_بيفور هههههه ذكرتونا بسوالف شات الود و قلوب تتهاوش بنتين وبعدها يجون اشباه الرجال يدافعون عن البنات فضاوه,FALSE,NEG,gulf
اخيراً خلصوا الحراره لاعبة لعبها بس لازم نختم كلام اليومواعتذر عن حزب_الاعادهسبحان اللهالحمد للهأستغفر الله زد_رصيدك37,FALSE,NEU,egypt
الاغنيه الي الهمت بيونسيه لاغنيه 7,FALSE,NEU,egypt
وحدة الكيانات العربية هي جزء من أمنك القومي وحفاظاً على وحدة كيانك إن لم تعي ذلك,FALSE,NEU,msa
مات ولم يترك وراءه سراً جبران_تويني لبنان 068,FALSE,NEU,msa
التجارة إحالة الشركة العقارية المتورطة بغسل الأموال إلى تحريات الإرهاب 32,FALSE,NEU,msa
ولاية البركة صحيفة النبأ مدارس منبج تفتح أبوابها من جديد بعد تحريرها من داعش 05,FALSE,NEU,msa
مارأي المرتزقه واعوان ال سعود الكلاب بعد اعترافهم بقصف العزاء؟ وكيف تبنت داعش التفجير قبل اعتراف السعوديه؟ برأيكم 5,TRUE,NEG,msa
نبيل العربي فخر لمصر في علمه و أخلاقه ووطنيته ونقائه ولم يفكر أو يسعي يوماً للترشح للرئاسة لا تزجوا بإسم الرجل في هذا المناخ السياسي الملوث,FALSE,POS,msa
هشام الجخ يلقى قصيدة ويجعلك تبكي من القائها ويجعل المذيعة تدمع 3 29 ماذا_لو_المدارس_مختلطه واش_يقلقك_فتويتر,FALSE,NEU,msa
مقدر إن الشغل بيخليك تتفرج على الداعية الشرشوحة شتايمه بتوصلني من صحابيأنا أحب أضيع عمري في حاجات لذيذة مش قميئة,TRUE,NEG,egypt
"وهل يعتقد أوباما بأن قرارته المجنونة بمثابة الكتب المنزلة من السماء ، فليخسأ هو ومن معه ، ادحروا عدوكم واخذلوه أيها العرب ، إنما هو عار",TRUE,NEG,msa
ستبقي_حلبحره باذن الله,FALSE,NEU,msa
لاعبي الاسبوع من الشرق لاعب شيكاغو بولز جيمي باتلركن الغرب لاعب نيو أورلينز بيليكانز انتوني ديفيس 8,FALSE,NEU,msa
ا رضي الله عنهما ا ا تفسير البغوي ٦٠ ١ قنفوده ليبيا الجيش بنغازي طرابلس طبرق,FALSE,NEU,msa
ما لم تروه في تكريم الرئيس التونسي لـ عادل_إمام زهرة_الفنون مشاهير,FALSE,NEU,msa
قرار مجلس الامن يكشف تواطئ المجتمع الدولي مع نظام الاسد المجتمع الدولي يحمي انجازات ايران وروسيا بارسال مراقبين يضمون عدم انتزاعها منهم,FALSE,NEG,msa
أبل يؤكد اهتمام الحمود والعيسى بمشروع التدريب الرياضي,FALSE,NEU,msa
الاهلي اسلوب_حياة,FALSE,NEU,msa
اهمال إدارة المرافق العامة بما يؤدي لقتل متوالِ للمصريين جريمة تستحق العقاب الجنائي افتقاد الرؤية وبرامج الإصلاح فشل يستحق العقاب السياسي,FALSE,NEG,msa
لافروف مبادرة كيري بخصوص حلب فشلت سوريا روسيا أمريكا فشل 19,FALSE,NEU,msa
ذباتكم,FALSE,NEG,msa
2027 وتدري ان خاطري بجنطة شانيل معاها جنطة غوتشي مع جوتيها وبوك من لويس فيتون,FALSE,NEU,magreb
حياة_التقنية سيانوجين تتخلى عن تطوير رومات أندرويد كاملة 05 6,FALSE,NEU,msa
أيها الاخوان الا تذكرون 52 شهيدا قتلتهم شرطة محمد ابراهيم بأوامر من مرسي عندما شكر مرسي القتلة واعلن حظر التجول اعترفوا بجرائمكم,TRUE,NEG,msa
_ نجاح_الحج1437ه النجاحات السعودية المتوالية في تنظيم الحج تلجم أفواه المشككين 7,FALSE,POS,msa
يحسب للرئيس مبارك انه حكم مصر وهى تتحدث عن نفسها وبعد ربع قرن من الحكم جعلها تتحدث مع نفسها بلال_فضل,TRUE,NEG,msa
ترامب يعيِّن متشددين في فريقه واشنطن السعودية الشرق,FALSE,NEU,msa
هاكر يخترق ويندوز 10 ويشغله على شاشة السيارة 3823 أخبار_الخلافة إصدارات_الخلافة,FALSE,NEU,msa
7_ مش أنا اللي لسه بيهري هم بيعملوا كده وطالعين نازلين كذب أسطوري والمفروض يعني أصدقهم لما يبقى فيه دليل بالشكل ده؟ ولا أطنش؟,TRUE,NEG,egypt
منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء مسيس ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية,TRUE,NEG,msa
عاجل الرئيس الأمريكي باراك أوباما يصل فلسطين المحتلة للمشاركة في جنازة شيمع 2932,FALSE,NEU,msa
كلاب ونبحها واحد لا تثدقوهم واشنطن,TRUE,NEG,msa
سفر رئيس الجمهورية ورئيس الوزراء إلى الخارج في هذا التوقيت استهانة بالشعب المصري 25,FALSE,NEG,msa
سالي غوغل,FALSE,NEU,levant
جالسه تمطرررر,FALSE,NEU,egypt
يا سنينى اللى رحتى ارجعيلى ارجعيلى شى مرة ارجعيلى ورديلى ضحكاتى اللى راحت فيروز,FALSE,NEU,levant
بيصرخ لوصول الدولار ل 15 جنيه مصر اتنيلت وبتنهار يا سيسى 7,TRUE,NEG,egypt
يسقط يسقط حكم العسكر ثورة_25_يناير باسم_رئيسا_لمصر انتخبوا_العرص,TRUE,NEG,egypt
لما حبناهم باعونا ولما بعناهم جروا علينا مشتاق_اسمع_جمله عادل_امام كلمه_لحبيب_قلبك حب_أعمى ولسه_يامصر_هشوف_فيكي علي_هوي_مصر,TRUE,NEG,egypt
في_حاجة_صح ان الجيش المصرى قوى ومتماسك,FALSE,POS,egypt
استشهاد جنود مصريين على الحدود بنيران صهيونية جريمة غير مقبولة دماء هؤلاء الشهداء تستدعى موقفا جادا حفاظا على كرامتنا وصيانة لحدودنا,FALSE,NEG,msa
عقوبة_الاعدام_للمرتشين الغريب بقي ان الدكتوراه بتاعت رئيس مصلحة الجمارك المرتشي في التهرب الجمركي واثره في عجز الموازنه العامة تعليم من غير تربية حاجه تجيب شلل,TRUE,NEG,egypt
"احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ويبدو العنوان خطأ بكفي_حصار اضبطوا_شركاء_المخلوع",TRUE,NEU,msa
يعني مش هاري بوتر زي ما الامورة دي ما بتقول 60,FALSE,NEU,egypt
ابويمن الا بتسوي نفسها اماراتيه ياخي لو تحكين الارض بضروسج لن تصبحين اماراتيه,FALSE,NEG,gulf
أبرز نشاط للانقلاب تطهير مصر من العلماء والاحرار والشرفاء والموهوبين والمتفوقين فى الجامعات والمدارس,TRUE,NEG,msa
وهّاب يستعرض سرايا التوحيد بحضور حزب الله ويتحدّى جنبلاط 107,FALSE,NEU,msa
سعد رمضان زفّ عريساً في مسقط رأسه 3 _ 24,FALSE,NEU,egypt
271 سجن_برج_العرب سجن برج العرب يعذب المعتقلين فى نهار رمضان,FALSE,NEG,msa
الإخوان يكتبوا بالانجليزي عشان يستقووا بالخارج مافيهاش مشكلة لكن لو انت عملت كده تبقى عميل,TRUE,NEG,egypt
67320 هذا شعري بس مسويه مثل ميريام فارس,FALSE,NEU,levant
"مع جورج إسحق في وفد المجلس القومي لحقوق الانسان للمراقبة، نتحرك في شرق وشمال القاهرة، أدعو الجميع للمشاركة ومنع التجاوزات إن وجدت",FALSE,NEU,msa
"إن كنتم أعرضتم عن الشام وحمايته، خلعناكم وأقمنا له سلطاناً يحوطه ويحميه شيخ الإسلام إبن تيمية للسلطان الناصر مح 0",FALSE,NEU,msa
ياخي اليوم صدقت أنه بشار الأسد ونظامه هو الي بيجيب فلسطين ويهزم امريكا واحسن واحد في العالم ومن أولياء الله الصالحين حسن_نصرالله,TRUE,NEG,msa
160 حفتر و إحداثيات قصف الناتو لليبيا على اليوتيوب و البث الحى,FALSE,NEU,msa
بوب ديلان شكله فوتوجينيك جدا ابن اللذينة,FALSE,POS,egypt
"العائلة تسـد كـل ثغور الحيـاة ،اللهم عائـلتي فإني بهم أسـتقيم",FALSE,POS,msa
"أقترح على تويتر تعاقب كل ليبرالي، كل ملحد،كل شيعي، كل علماني بـ ١٢٠ حرف بس لكل تغريدة",FALSE,NEG,msa
مفتي السعودية يستنكر الهجمات على حلب اي الله يرحم ستك اللي كانت تقول على جبنة كيري جبنة لحس _,TRUE,NEG,levant
السعيد افتقد رمضان صبحي في الأهلي نتفهم هذا بما أن لم يكمل أي لاعبين تمريرات بينهما داخل المنطقة الموسم السابق في الدور,FALSE,NEG,msa
علاء الاسواني رأيي أننا متحضرون لكننا نعيش في دولة غير متحضرة أقرأ المقال كامل,FALSE,NEG,msa
هنرجع للقسم المختص ونرجع لحضرتك مرة اخري,FALSE,NEU,msa
تحطم طائرة نقل عسكرية روسية من طراز إيل 18 شمال روسيا ومصرع 33 جندي كانوا على متنها اليوم 29338,FALSE,NEG,msa
المدير المالي لأكتفيجن بليزارد صار الأن المدير المالي ل يعني إحتمال نشوف و يفتح لك مسلسلات عشوائية أو حلقات إضافية تشتريهم ك أو حتى تشتري كخلفية أو تدفع فلوس عشان تسوي ريست لعداد المشاهدة اليومية,FALSE,NEU,msa
ش3 رسمية لـ محمد زايد المطوع الخيارين مهرجان المؤسس مساء 5 12 2020 الشلفة الفضية للثنايا بكار عمانيات 12 32 88,FALSE,NEU,msa
القرداتي لو كان إخوان والقرد بتاعه مات الجماعة بتجيب له قرد إستبن من المعصرة عدد اليوم,TRUE,NEG,egypt
بنغازي 4 يحملون,FALSE,NEU,msa
السعودية تطالب مجلس_الأمن باجراءات ضد دول تدعم ميليشيات الحوثي والمخلوع في اليمن 541,FALSE,NEU,msa
ثم يصل الاستعلاء إلى مداه بإنهاء الحوار و الكلام معكم ما فيش منه فايدة هكذا ينظر أحد أطراف حرس الاخوان الحديدي للديمقراطية وللحوار,FALSE,NEG,egypt
"لافروف المقاتلين الذين سيرفضون الانسحاب من حلب_الشرقية سيعاملون كإرهابيين، وأن روسيا ستدعم الحملة التي سيشنها الجيش السوري عليهم",FALSE,NEU,msa
مغاربة فرنسا والدفاع عن القضية الوطنية 8158,FALSE,NEU,msa
ياربّ كلما رفعت أمي يدها لك أبسِط لها كنوزك و أسعدها و أطل عمرها,FALSE,POS,msa
الأقصر مدينة خضراء,FALSE,POS,msa
لماذا فشلت الجامعة العربية؟ 278,FALSE,NEG,msa
اخر صيحات الموضة حقائب غوتشي لربيع 2017 3 28,FALSE,NEU,msa
_22 لان راتبين ذالاشهر مش ممكن ابدا تخيلو اربع شهور راتبين لا على الاقل شهرين رمضان وذوالقعده نبي_البنوك_يوقفون_اقساطهم_من_رمضان,FALSE,POS,egypt
الأسواني لماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصريين وقمعه للتظاهرات,FALSE,NEG,msa
_ الطايف_الان تذگـير غداً يجتمع فضل صيام الاثنين وتاسوعاء افضل الصيام بعد شهر رمضان شهر الله المحرم فاغتنموا الفرصة الجو با,FALSE,POS,msa
"4 ريال مدريد لم ينهزِم في أخر 19 مباراة على التوالي ، أطول سلسلة دون هزائم حالياً من بين فرق الدوريات الخمسة الكبرى",FALSE,NEU,egypt
الأهلي يواجه برشلونة بكامل نجومه 3 برو_سبورت,FALSE,NEU,msa
"إذا الانتحاري موعود بحورية، بشو موعودة الانتحارية؟ ب عمار حوري؟ غباء_بلا_حدود",TRUE,NEG,levant
أهل فلسطين وانجازاتهم العظيمة تتحدى جميع الدول قروب_فلسطيني فلسطيني_مبدع فلسطين 804,FALSE,POS,msa
بالنسبة للناس الي بتقول انها هتحبك_لو ضحكتها وهي بتعيط حضرتك انا مش هسيبها تعيط أصلاً,FALSE,POS,egypt
٨ مدن تدفع لك المال مقابل العيش فيها 83 عبر التقاعد_المبكر مانشستر سيتي باير ليفركوزن,FALSE,NEU,msa
الدنيا مش ابيض يااسود دنيا كل الالوان حط لوني على لونك نوصل ابعد مكان كل حلم وله بداية بس شرط تكون معايا كاريوكى,FALSE,NEU,egypt
مع احترامي لتركيا واحتقاري لنظام الملالي تجتمع روسيا وتركيا وايران لتسوية اوضاع حلب وسوريا السؤال اين العرب ؟ من جد مافيهم بركة,TRUE,NEG,msa
لرفعه أذان الفجر إسرائيل تغرّم مؤذّن مسجد في اللّد المحتلة 4 فلسطين الاحتلال 88,FALSE,NEU,msa
اللي داروه في بنغازي حتى الصهاينة ما داروشي الله يفتفتفكم,TRUE,NEG,magreb
"بوب ديلان في السويد أبريل المقبل، فهل يتسلم جائزة نوبل؟ بوب_ديلان 276",FALSE,NEU,msa
حلو ده جوجل 1,FALSE,POS,egypt
_155 صوتي راح اقولك,FALSE,NEU,gulf
غالبا كل الاخونجية والاسلاميين يؤيد هيلاري كلنتون وينقولون أخبار تفوقها بالاستطلاعات مثل منظمة كير الاخوانية,TRUE,NEU,egypt
"ستبقى_حلب ولكنها ليست المشكله ، المشكله هى على اى وضع ستكون حلب رحمة_للعالمين",FALSE,POS,msa
فيدرر روديك ويمبلي ٢٠٠٩ افضل_مباراة_تنس_شاهدتها,FALSE,POS,msa
أمي تقول أنتِ متغيرة و أقولها مين يدخل علاقة عاطفية و ما يتغير ؟,FALSE,NEU,msa
الجهل الجهل ارحمنا يارب فضحونا الاعضاء والنواب والنخبه والقرف مش عارف اقول ايه,TRUE,NEG,msa
انا خلوا حياتي نفسه تثبت على مود محدد عشان انا اثبت,FALSE,NEU,egypt
السعودية تلجأ للاقتراض من السوق الدولي لأول مرة في تاريخها 5,FALSE,NEU,msa
حلووووين 4,FALSE,POS,egypt
_ المرصد_الايراني حقوق_وحريات تسجيل 5200 ملف إغتصاب للمحارم في إيران ترجمة خاصة 9,FALSE,NEG,msa
الحمد لله على نعمة الإسلام وما أعظمها من نعمة 9,FALSE,POS,msa
صور تفجير بنغازي اليوم لعنة الله على الظالمين 864,FALSE,NEG,msa
تخيل انك تتشاجر في الشارع انت تضرب خصمك وهو يضربك ثم يظهر شخص لكى يفرق بينكما لكنك تكتشف انه يمسكك ليمكن خصمك منك هذا ما يحدث في مصر الان,TRUE,NEG,msa
"لا انا اقصد انه كل بيت شعر تكتبه العاده يكون في صورة انستاغرام، قلت يمكن نسيت هالمره",FALSE,NEG,msa
ماذا_اعطاك_الوهاب_ الحمد لله انه الوهاب و ليست الهبات في يد البشر,FALSE,POS,msa
فيتو شاهد عاجللحماية آثارنا مصر توقع اتفاقية مع الولايات_المتحدة شاهد التفاصيل 7,FALSE,NEU,msa
الشّغلات الّلي صارت معك ومفكّرها من أسوء الاشياء الي صارت بحياتك رح تكتشف بالنّهاية انها كانت نجاة من شغلات أكتر سوء كانت رح تصيرلك اختيارات ربنا عطول مُبهرة لالنا,FALSE,POS,gulf
باراك أوباما يلقى الكلمة الافتتاحية للاجتماعات 2173,FALSE,NEU,msa
مهما حاولتم إقناع أنفسكم أن الشعب إختار دستور الإخوان دون تخويف أو لعب بالدين أو إنتهاكات ستظل الحقيقة أن مرسي كذب على المصريين ليمرر دستوره,FALSE,NEG,msa
_ انا مستغربة من الاعلاميين اللى بيقولوا الاعلام الغربى زعلان ان متستر على مجرمين بيتعاقبوا يعنى لو عندهم كان ايه رأيهمقرف,FALSE,NEG,egypt
حرب_اقليمية_ودولية ملامح حرب تلوح في الأفق الناتو_الولايات_المتحدة العراق_تركيا_سوريا روسيا_ايران_الشعودية السعودية_الامارات_مصر,FALSE,NEU,msa
لعبة بوكيمون_جو تحصل على تحديثات جديدة الاخبار_التقنية 71 6,FALSE,POS,msa
عرب48 سورية جند الأقصى تنضم إلى فتح_الشام 4554,FALSE,NEU,msa
2008 1239 850 11 1 هههه الطائي قلب علينا وصار كومدياااني يقطع شرك روح وتحمم وادخل الاسلام من جديد,TRUE,NEG,gulf
7 مساجد في 5 ولايات أمريكية تتلقى رسائل تهديد للمسلمين بمغادرة الولايات_المتحدة أو مواجهة الإبادة الجماعية 1,FALSE,NEG,msa
القضاء_المصري يفتح الباب امام عودة المرشح الرئاسي السابق احمد_شفيق 57 البوابة,FALSE,NEU,msa
عن الروقان اللي كانت فيه دينا_الوديدي فـ اغنيه وحده خيااااال,FALSE,NEU,egypt
عاجل الحريري التقى جنبلاط في بيت الوسط,FALSE,NEU,msa
تحية للشقيقة مصر على تصويتها لدحر الإرهاب في سوريا حماية للشعب السوري من وحشية عناصر التنظيمات الإرهابية مصر_تصوت_لصالح_ال,FALSE,POS,msa
ربنا يديك الصحه يااسطوره عادل_امام,FALSE,POS,egypt
يوم عظيم على شعب عظيم باذن الله حشود المصريين وهتافاتهم وسلميتهم تحرك الصخر النصر قادم وما النصر الا من عند الله,FALSE,POS,msa
_2 كنت ميريام فارس على غفلة بس طبعا تعرف احنا يسموونا ياام كعشة مو زي ميريام صارت مشهورة بشعرها,TRUE,NEG,gulf
11 اهلا وسهلا آيفون 7 32 جيجا بسعر 2799 ريال 128 جيجا بسعر 3199 ريال 256 جيجا بسعر 3599 ريال دمت بخير,FALSE,NEU,msa
كرتونة البيض ب 10000 عأساس الديك تعلّم بال و الدجاجة باضت ب,FALSE,NEG,msa
يانبى سلام عليك ماهر زين,FALSE,NEU,msa
كل شوي يجيني انفولو 3,FALSE,NEG,msa
بالصور طريقة الترقية إلى ويندوز 10 599,FALSE,NEU,msa
"طلبته من ابل قالوا ممنوع نشحنه خارج امريكا، واضطريت أطلبه من امازون، متى يفتحون فرع ابل عندنا ونفتك من جشع هالحراميه",FALSE,NEG,levant
بلومبيرغ السعودية تعتزم بيع سندات على المستوى الدولي بقيمة 10 مليارات دولار عند الحجب 48,FALSE,NEU,msa
قهر بلاك بينك ليش ماأدوا,FALSE,NEG,msa
بعدك على بالي فيروز,FALSE,NEU,egypt
"روسيا اليوموزير خارجية قطر يزور إثيوبياروسيا اليومقال مصدر إثيوبي إن وزير الخارجية القطري، محمد بن عبد 57",FALSE,NEU,msa
دفاع أحمد_شفيق لا توجد عقبات أمام عودة المرشح الرئاسي الأسبق إلى مصر 1,FALSE,NEU,msa
فيك عن ميثاقك الوافي جنوح لا انتحيتي كالخيول الجافله من يؤمن في رجوعك به تروح للهموم أللي بسنيـنك حافله محمد الشمري,FALSE,NEG,gulf
"1407 التصويت المصري في صالح روسيا تجاه سوريا مضادة صريحة للإسلام، ولا يؤيده إلا ممسوخ يضمر العداء للمسلمين وإن أظهر إسلامه",FALSE,NEG,msa
أوباما نعمل على إرسال بشر في غضون 15 عاماً إلى المريخ السعوديه صحيفة_فجر 23,FALSE,NEU,msa
حتی بالانمي نشيت لنا هاللعبة جيمرز بوكيمون_قو جيمر 8,FALSE,NEG,levant
ماذا حدث في حفل استقبال الرئيس الامريكي اوباما في الصين؟,FALSE,NEU,msa
اليمنية اردن و الويات_المتحدة يبحثان تعزيز التعاون العسكري 50 اليمن_ينتفض_ضد_الحوثيين,FALSE,NEU,msa
_ الارهابي لافروف مساعد الارهابي بوتن يريدون ان يصيغوا حلب على هوى دكتاتور دمشق يقتلون ويهجرون ويدمرون والعالم يتفرج,TRUE,NEG,msa
_991 أعوذ بالله ولا جستن بيبر,FALSE,NEG,egypt
الاحتفال بعيد الاستقلال خيانة عظمى بظل استمرار الاحتلال,FALSE,NEG,msa
_ من اول ما جه سلمان وهو مبقاش ماشي بيعتقد الاعتقاد دة ان السعودية بتدعم مصر في القضاء على الاٍرهاب,FALSE,NEU,egypt
اللعبة رهيبه صراحة ولكن اشوف انه مبالغ في سعرهاخصوصا مو واضح انها مراحل كثير 03,FALSE,NEG,levant
"__ فيدرر نادال ،، ويمبلدون 2008 افضل_مباراة_تنس_شاهدتها",FALSE,POS,egypt
بوابة_الوفد سما_المصري روحت مهرجان_القاهرة_السينمائى بطريقتي 587 812,FALSE,NEU,egypt
الميدان أول جريدة مصرية مستقلة بشار الأسد مهمتي هي السيطرة على كل سورية 67,FALSE,NEU,msa
إيران هجوم جليلي على حكومة روحاني أرصدة الثورة او نهابون 21 09,FALSE,NEU,msa
1 أغنية بيونسيه ذي,FALSE,NEU,msa
توقعت عتاب او بيونسيه او جنيفر لوبيز حتى كيني ويست جاء في بالي طلعت في الأخير كاتي بيري من 4,FALSE,NEU,levant
تطبيق لضغط حجم الصور على أندرويد دون التأثير على الدقة تطبيقات 012,FALSE,NEU,egypt
رامي عياش_ رائع بحبك رائع 4,FALSE,POS,egypt
نبض_رابعة شاهد معتقلين المنيا في قاعة المحكمة يهتفون ساخرين من القاضي و من فضيحة زوجتة مع مدرب الكراتيه,FALSE,NEG,msa
أوّل فيديو لـ جايدن إبن ميريام_فارس 98 3,FALSE,NEU,msa
سيعلن جوليان أسانج مؤسس منظمة ويكليكس و من لندن عن فضيحة يقول انها ستحطم هيلاري كلنتون و تنهي عائلة كلنيون تاسي كويت بورصة فوركس,FALSE,NEU,msa
لماذا تغيبت ليلى_علوي عن مهرجان_القاهرة_السينمائي؟ 547,FALSE,NEU,msa
باقي بس ثلاث ايام عن اول عرض لفلم فانتاستيك بيتس ان وير تو فايند ذيم قيل قصة هاري بوتر بـ 19 سنة اخخخيراً,FALSE,NEU,levant
فعلا اجل طالع بدون اهله ايش يبي غير الفسق و الفجور ؟ و اذا اهلك و محارمك داعسين عليك المجتمع ماله دخل,TRUE,NEG,msa
بصير حد يحكيلي شو هي جبهة النصرة ؟,FALSE,NEU,levant
مش كفاية بقى بقى يا بيشو ؟ انا حاسة اني في سوريا مفيش خرم مفهوش حاجتين شاورما سوري و سوريين وحشني يا مصرييييننن,TRUE,NEU,egypt
محافظ البنك المركزي حظر النشر في سعر الدولار عملاً بالحكمة اللي ساتره ربه منفضحوش,FALSE,NEG,egypt
الدين الاخواني بتاعكوا مافيهوش لا يسخر قوم من قوم عسى ان يكونوا خيرا منهم احنا المسلمين عندنا كدة ف,FALSE,NEG,egypt
كينيا دولة سياحية جميلة يسافر لها ملايين السياح من مختلف دول العالم أدخل غوغل وشوف 0,FALSE,NEU,egypt
_7 من_دمشق_هنا_صنعاء الموت لآل سعود ممولي الارهاب ومدمري الاوطان بدولارتهم العفنة,FALSE,NEG,levant
قالك الإخوان بيزايدوا علي بتوع الإتحادية طب و جملة مش هننزل نتظاهر مع الإخوان دي إيه ؟ رز بلبن ؟,TRUE,NEU,egypt
بالفيديو هرب مقاتلى جبهة النصرة وتخليهم عن أسلحتهم بشرق حلب,FALSE,NEU,msa
حملة دفء لاغاثة النازحين السوريين والعراقيين تنطلق للسنة الخامسة بجهود الأصدقاء والخيرين 7,FALSE,POS,msa
أنا أردني وأفتخر ببلادي,FALSE,POS,levant
بعد غياب الفنان عادل_امام عن المسرحيعود الينا السيسي بفكاهة أقوىمع كل خطاب له يجب أن تضحك كلمه_للسيسي_الفاشل,TRUE,NEG,msa
__ من غرائب الشرق الأوسط يؤيدون مصر في محاربة الإرهاب في سيناء ويعترضون على محاربتها للإرهاب في سوريا وعندك واخد خشري,TRUE,NEG,msa
مارهباا سلاموو أليكووو أنا سعيد بعودتي للقاهرة الساحرة نيكولاس كيدج في ختام حفل القاهرة السينمائي وخلي وزير السياحة ملخوم في الغسيل و الطبيخ وتفلية العيال مصر_أالدنيا,TRUE,NEG,egypt
خايف من اليوم اللي هنقول فيه ولا يوم من أيامك يا سيسي,TRUE,NEG,egypt
2 دى مشكله عموما ف ويندوز 10 كله غيرى النسخه وخليها 8 احسن,FALSE,NEU,egypt
من أين أتت مليشيات حزب اللات هذه ؟ جاءت من لبنان ولبنان يقول أنه دولة عربية عضو في الجامعة العربية فلماذالاتكون 367,TRUE,NEG,msa
مشكلة نسيان كلمة السر فى 74 ايفون ابل_والجيلبريك 609,FALSE,NEU,msa
3 هذا رابط لموقع امازون وفيه الدواء,FALSE,NEU,msa
"قوات الاحتلال تقتحم، بلدة العيزرية شرق القدس المحتلة قبل قليل 6",FALSE,NEU,msa
535 مع تطبيق اشحن ما يحتاج تتذكر رموز خدمات شريحة الجوال عمرو_اديب 05,FALSE,NEU,egypt
هنادي بورحمه شكرًا على اقتنائج كتابي ثلاثة_ايام_فقط_كيف في مكتبة افاق وداد_المطوع معرض_الكويت_الدولي_للكتاب,FALSE,POS,msa
أخبار النهار 651 ميريام فارس لهذا السبب أخفي زوجي عن الإعلام فنون,FALSE,NEU,msa
اعلان جديد لبرنامج من تقديم نجوم برنامج السابقين البرنامج الجديد من انتاج شركة امازون,FALSE,NEU,msa
اخبار الدوري الاسباني الإصابة تضرب حارس مرمى برشلونة الإسباني 12,FALSE,NEU,msa
بدمّع لما اتذكر أديش كبيرة خسارة جبران_تويني مرقت أيام وبوجعني قول يا ضيعان لراحوا ١١ سنة وما انعرف مين_قتل_جبران بدي_جواب هوا_الحرية,FALSE,NEG,levant
أتممت مهمتي كعضو لجنة تحكيم في مهرجان فينيسيا اليوم شاهدت 20 عرض وراضي بشكل عام عن نتيجة الأوريزونتي التي ستعلن في الختام كمان ساعتين,FALSE,NEU,egypt
وده من جريدة 8475نفسي افهم ايه مصلحة هافينجتون بوست في عداءها لكل ماهو مصري,FALSE,NEG,msa
الكادينا كوبي ميسي سوف يتدرب مع المجموعة غدا الاربعاء لاول مره بعد تعافيه من الاصابه 3,FALSE,NEU,msa
هوا البدلة دي فضي ولا فلصو عمرو_أديب,TRUE,NEU,egypt
اسألوا البرادعي عما فعله في العراق البرادعى_طلع_جاسوس باسم_طلع_حرامي تخابر,TRUE,NEG,egypt
من يزعجه صوت الاذان عليه العوده الى اوربا القدس,FALSE,NEU,msa
